Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),CfD Allocation Round,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref
,6646,20/05/2020,MPG Wind,Cloghfin Road,Wind Onshore,,,4.80,,,,,,1.60,3,100.00,,Planning Permission Granted,Awaiting Construction,,,"Lands 487M NE 405M NE and 569M, 190 Cloghfin Road, Sixmilecross, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT79 9EQ,76152,526561,Northern Ireland Planning Service,LA10/2018/0763/F,,,,,,19/06/2018,,,,,,,17/04/2019,,,,15/04/2024,,,
,6652,31/03/2020,Pennant Walters,Pant y Wal (Extension),Wind Onshore,,,5.00,,,,,,2.50,2,125.00,,Planning Application Submitted,Application Submitted,,,"Pant y Wal Wind Farm, Ogmore, Bridgend, Mid Glamorgan",Mid Glamorgan,Wales,Wales,CF35 6EG,294041,190912,Bridgend County Borough Council,P/20/42/FUL,,,,,,15/01/2020,,,,,,,,,,,,,,
,6664,06/12/2019,Green Cat Renewables,Binn Eco Park Wind Farm,Wind Onshore,,,10.00,,,,,,2.30,4,124.00,,Planning Permission Refused,Application Refused,,4817,"Binn Eco Park Wind Farm, Glenfarg, Perth, Tayside",Perth and Kinross,Scotland,Scotland,PH2 9PX,317830,713430,Perth and Kinross Council,18/00865/FLL,,,,,,21/05/2018,,10/04/2019,,,,,,,,,,,,
,6665,09/02/2022,"Stornoway Wind Farm (SWL), Lewis Wind Power",Stornoway Wind Farm (second resubmission),Wind Onshore,,,196.00,No,,,200.00,AR4,5.90,33,180.00,,Planning Permission Granted,Awaiting Construction,,,"North Lewis, Isle of Lewis",Western Isles,Scotland,Scotland,,142695,934003,Scottish Government (S36),ECU00001850,,,,,,22/05/2019,,,,,,,05/01/2022,,,,05/01/2025,,,
,6673,28/06/2019,Aquatera,Sandwick East Community Wind Farm,Wind Onshore,,,49.90,,,,,,5.00,10,145.00,,Planning Application Submitted,Application Submitted,,,"Sandwick East Street, Pentland Road To Achmore, Achmore, Isle Of Lewis, Western Isles",Western Isles,Scotland,Scotland,HS2 9DU,131345,929229,Comhairle nan Eilean Siar Council,9/00189/PPDM,,,,,,29/04/2019,,,,,,,,,,,,,,
,6703,18/10/2022,ERG,Sandy Knowe Wind Farm ,Wind Onshore,,,81.60,,,,,,3.40,24,125.00,,Under Construction,Under Construction,,5392,"Site Art Libry Moor, Locharbriggs, By Kirkconnel and Kelloholm, ",Dumfries and Galloway,Scotland,Scotland,DG1 1QF,270100,610600,Scottish Government (S36),ECU00000660,,,,,,16/08/2018,,,,,,,07/07/2020,,,,07/07/2023,12/10/2020,,
,6708,09/02/2022,BayWa r.e. UK Limited,Broken Cross (Former Surface Mine),Wind Onshore,,,40.00,No,,,48.00,AR4,4.00,10,150.00,,Planning Permission Granted,Awaiting Construction,,,"Former Surface Mine, Tower Road, Douglas, Broken Cross, Lanark, Strathclyde",South Lanarkshire,Scotland,Scotland,ML11 9PB,285677,636040,South Lanarkshire Council,P/19/1636,,,,,,30/10/2019,,,,,,,22/04/2021,,,,22/04/2024,,,
,6725,02/10/2018,Cenin Renewables,Llwyncelyn Wind Farm,Wind Onshore,,,7.20,,,,,,3.60,2,139.00,,Planning Application Submitted,Application Submitted,,6160,"Llwyncelyn Farm, Hafod Lane, Porth, ",Rhondda Cynon Taff,Wales,Wales,CF39 9UE,303627,192833,Rhondda Cynon Taff County Borough Council,18/0877/10,,,,,,01/08/2018,,,,,,,,,,,,,,
,6728,24/02/2022,EnergieKontor UK,Lairg Wind Farm Extension (Lairg 2),Wind Onshore,,,34.50,,,,,,3.45,10,179.00,,Revised,Revised,8884,,"Land 100M SE Of 104 Torroble, Lairg, ",Highland,Scotland,Scotland,IV27,259717,902222,Highland Council,19/01096/FUL,,,,,,18/03/2019,,,,,,,19/06/2020,,,,,,,
,6733,24/06/2020,Scottish & Southern (SSE),Cloiche Wind Farm,Wind Onshore,,,150.00,,,,,,4.17,36,150.00,,Planning Application Submitted,Application Submitted,,,"Glendoe and Garrogie Estates, Monadhliath Mountains,  11km south-east of Fort Augustus and 14km west of Newtonmore",Highland,Scotland,Scotland,IV2 6UP,246861,813520,Scottish Government (S36),ECU00002054,,,,,,28/04/2020,,,,,,,,,,,,,,
,6734,28/05/2020,Scottish & Southern (SSE),Tangy 4 Wind Farm,Wind Onshore,,,80.00,,,,,,5.00,16,150.00,,Planning Permission Granted,Awaiting Construction,,,"Tangy, Kilkenzie, Campbeltown, Argyll And Bute",Argyll and Bute,Scotland,Scotland,PA28 6QD,168500,628500,Scottish Government (S36),ECU00000673,,,,,,06/09/2018,,,,,,,20/12/2019,,,,20/12/2024,,,
,6739,28/06/2019,Private Developer,Crockanboy Road (resubmission),Wind Onshore,,,4.20,,,,,,4.20,1,100.00,,Planning Application Withdrawn,Application Withdrawn,,,"Land approx. 880m NE of, 128 Crockanboy Road, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT79 7RS,69965,547528,Fermanagh and Omagh,LA10/2018/1476/F,,,,,,20/11/2018,19/04/2019,,,,,,,,,,,,,
,6751,10/05/2021,Green Cat Renewables Limited,Garvilland Farm,Wind Onshore,,,18.00,No,,,,,3.60,5,149.50,,Planning Application Submitted,Application Submitted,,,"Garvilland Farm, Glenluce, Newton Stewart, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG8 0PA,221312,561875,Dumfries and Galloway Council,21/0595/FUL,,,,,,12/04/2021,,,,,,,,,,,,,,
,6755,30/09/2020,Cleanearth ,Land at Tacher,Wind Onshore,,,4.30,,,,,,4.30,1,145.00,,Planning Application Withdrawn,Application Withdrawn,,,"Tacher, Caithness, Latheron, Highlands",Highland,Scotland,Scotland,KW5 6DX,317987,942705,Highland Council,19/05479/FUL,,,,,,12/12/2019,04/05/2020,,,,,,,,,,,,,
,6773,25/09/2019,Infinite Renewables,Rassau Industrial Estate,Wind Onshore,,,1.50,,,,,,1.50,1,,,Planning Permission Granted,Awaiting Construction,,,"Unit 18, Rassau Industrial Estate, Rassau, Ebbw Vale, Gwent",Blaenau Gwent,Wales,Wales,NP23 5SD,315099,212232,Blaenau Gwent County Borough Council,C/2018/0293,,,,,,05/10/2018,,,,,,,19/07/2019,,,,19/07/2024,,,
,6774,25/11/2019,J and J Energies,Islandranny Road,Wind Onshore,,,0.30,,,,,,0.25,1,74.00,,Planning Permission Granted,Awaiting Construction,,,"Approx 140m, 23 Islandranny Road, Bushmills, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT57 8YE,117309,596785,Causeway Coast and Glens,LA01/2018/1267/F,,,,,,10/12/2018,,,,,,,18/06/2019,,,,11/06/2024,,,
,6784,06/04/2022,Purple Renewables,Aviva Headquarters Perth,Wind Onshore,,,0.90,,,,,,0.85,1,,,Revised,Revised,10900,,"Aviva Headquarters Pitheavlis, Perth, ",Perth and Kinross,Scotland,Scotland,PH2 0NH,309884,722143,Perth and Kinross Council,18/01656/FLL,,,,,,17/09/2018,,17/01/2019,,,,,,,,,,,,
,6790,22/04/2020,Capital Dynamics,Whappstown & Castlegore Windfarms,Wind Onshore,,,23.10,,,,,,3.30,7,125.00,,Planning Permission Granted,Awaiting Construction,,4566 & 4561,"65 Whappstown Road, Moorfields, Ballymena, ",Co. Antrim,Northern Ireland,Northern Ireland,BT42 3DB,135307,553534,Ards and North Down,LA02/2018/0897/F,,,,,,04/10/2018,,,,,,,16/08/2019,,,,13/08/2024,,,
,6793,07/01/2022,Wind 2 ,Ben Sca ,Wind Onshore,,,29.40,No,,,,,4.20,7,135.00,,Planning Permission Granted,Awaiting Construction,,,"Land 2800M SW Of, Edinbane, Portree",Highland,Scotland,Scotland,IV51 9PW,133545,847925,Highland Council,20/00013/FUL,,,,,,07/01/2020,,,,,,,01/12/2020,,,,01/12/2025,,,
,6796,24/06/2020,REG Windpower Limited,Greenburn Wind Park,Wind Onshore,,7866,67.20,,,,,,4.20,16,150.00,,Planning Application Submitted,Application Submitted,,,"Land Adj Former Opencast, Greenburn Wind Park, New Cumnock, Cumnock, Strathclyde",East Ayrshire,Scotland,Scotland,KA18 1AY,256423,614614,Scottish Government (S36),ECU00002037,,,,,,27/03/2020,,,,,,,,,,,,,,
,6798,18/11/2021,Scottish Power Renewables,Arecleoch Wind Farm (extension),Wind Onshore,,7882,73.00,No,,,74.10,AR4,5.60,13,200.00,,Planning Permission Granted,Awaiting Construction,,,"Land 2km south west of Barrhill, South Ayrshire",South Ayrshire,Scotland,Scotland,KA26 0PP,221500,578500,Scottish Government (S36),ECU00001864,,,,,,12/06/2019,,,,,,,16/11/2021,,,,16/11/2027,,,
,6800,27/06/2019,Private Developer,Lands 260m SW of 76 Strabane Road,Wind Onshore,,,0.30,,,,,,0.25,1,40.00,,Appeal Refused,Application Refused,,,"Lands 260m South West of 76 Strabane Road, Birnaghs, Newtownstewart, Co. Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT78 4JZ,51087,551083,Northern Ireland Planning Appeals Commission,LA11/2015/0518/F,2018/A0129,,,,,11/09/2015,,13/09/2018,26/10/2018,,27/03/2019,,,,,,,,,
,6801,23/01/2020,Glenview Green Energy,402 metres NE of 45 Dickeystown Road,Wind Onshore,,,0.30,,,,,,0.25,1,30.00,,Appeal Granted,Awaiting Construction,,,"Approximately 402 metres north east of 45 Dickeystown Road, Glenarm, Ballymena",Co. Antrim,Northern Ireland,Northern Ireland,BT44 0AB,147788,570314,Northern Ireland Planning Appeals Commission,LA02/2017/0715/F,2018/A0096,,,,,04/08/2017,,22/08/2018,26/09/2018,,,28/03/2019,28/03/2019,,,,28/03/2024,,,
,6812,28/06/2019,Private Developer,Ballybrack Road,Wind Onshore,,,0.20,,,,,,0.15,1,40.00,,Planning Permission Granted,Awaiting Construction,,,"Lands appr. 140m north of, 19 Ballybrack Road, Loughmacrory, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,D18 Y673,70143,537929,Fermanagh and Omagh,LA10/2018/1548/F,,,,,,07/12/2018,,,,,,,02/05/2019,,,,30/04/2024,,,
,6818,09/09/2022,Powerquinn Limited,"Lower Tregeen, Davidstow -  Wind Turbine",Wind Onshore,,,0.90,No,,,,,0.90,1,77.00,,Under Construction,Under Construction,,,"Land at Lower Tregeen, Davidstow, Camelford, ",Cornwall,South West,England,PL32 9XU,216165,88033,Cornwall Council,PA18/10990,,,,,,20/11/2018,,,,,,,13/09/2019,,,,13/09/2022,01/07/2022,,
,6819,30/09/2020,Wind Estate,Brownhill Farm,Wind Onshore,,,8.40,,,,,,4.20,2,139.00,,Revised,Revised,7991,,"Brownhill Farm, West Benhar Road, Harthill, Shotts, Strathclyde",North Lanarkshire,Scotland,Scotland,ML7 5TG,288880,662140,North Lanarkshire Council,18/01433/FUL,,,,,,05/11/2018,,,,,,,07/08/2019,,,,07/08/2024,,,
,6821,30/09/2020,Wind 2,South Kilbraur Wind Farm,Wind Onshore,,,28.00,,,,,,4.00,7,150.00,,Planning Permission Refused,Application Refused,,,"Land 1700M South Of, 43 Farlary, Rogart, Highlands",Highland,Scotland,Scotland,IV28 3YE,278361,907028,Highland Council,19/04826/FUL,,,,,,23/11/2019,,04/09/2020,,,,,,,,,,,,
,6826,18/11/2021,ScottishPower Renewables (UK) Limited,Douglas West Wind Farm (extension),Wind Onshore,,,78.00,No,,,71.50,AR4,6.00,13,200.00,,Planning Permission Granted,Awaiting Construction,,,"Douglas West and Dalquhandy, F, Lesmahagow, Site West of Junction 11 of M7, Lanark, ",Strathclyde,Scotland,Scotland,ML11 0NN,280968,634257,Scottish Government (S36),ECU00001836,,,,,,12/04/2019,,,,,,,18/11/2021,,,,18/11/2024,,,
,6827,20/12/2022,Banks Renewables,Lethans Wind Farm ,Wind Onshore,,,105.60,,,,,,4.80,22,220.00,,Planning Permission Granted,Awaiting Construction,,4603,"Land to the north east of New Cumnock, Lethans, ",East Ayrshire,Scotland,Scotland,,268331,616048,Scottish Government (S36),ECU00001856,,,,,,22/05/2019,,,,,,,18/06/2020,,,,18/06/2023,,,
,6828,24/01/2022,Viking Energy Wind Farm,Viking Wind Farm ,Wind Onshore,,,443.00,No,,,,,4.30,103,155.00,,Under Construction,Under Construction,,4622,"Lang Kame, Shetland Island",Shetland,Scotland,Scotland,,443800,1161960,Scottish Government (S36),ECU00000723,,,,,,14/11/2018,,,,,,,24/05/2019,,,,,01/08/2020,,
,6833,13/12/2022,Arise AB / Lomond Energy,Tormsdale -Wind Farm,Wind Onshore,,,50.00,No,,,,,4.10,12,149.90,,Planning Application Submitted,Application Submitted,,,"Land At Tormsdale 1500M South, Bridge Of Westerdale, Halkirk,",Highland,Scotland,Scotland,KW12,314064,947848,Scottish Government (S36),ECU00003335,,,,,,12/10/2021,,,,,,,,,,,,,,
,7150,22/12/2021,Statkraft UK Limited,Knockcronal Wind Farm,Wind Onshore,,10284,59.40,No,,,,,6.60,9,200.00,,Planning Application Submitted,Application Submitted,,,"4.8 km south of Straiton and 17.4 km east of Girvan, Maybole",South Ayrshire,Scotland,Scotland,KA19 7NF,238073,601266,Scottish Government (S36),ECU00002181,,,,,,17/11/2021,,,,,,,,,,,,,,
,7204,19/08/2022,Orsted Onshore Limited,Kennoxhead Wind Farm Extension (Phase 2),Wind Onshore,,,38.40,No,,,,,4.80,8,180.00,,Planning Permission Granted,Awaiting Construction,,,"Land north of Southern Upland hills, South Lanarkshire",South Lanarkshire,Scotland,Scotland,,276456,625384,Scottish Government (S36),ECU00002038,,,,,,31/03/2020,,,,,,,10/03/2021,,,,22/09/2025,,,
,7206,16/07/2020,ScottishPower Renewables,Clauchrie Windfarm,Wind Onshore,,7804,100.00,,,,,,5.00,18,200.00,,Planning Application Submitted,Application Submitted,,,"Land 6km north east of Barhill, South Ayrshire and Dumfries and Galloway",South Ayrshire,Scotland,Scotland,,229552,588722,Scottish Government (S36),ECU00002001,,,,,,18/12/2019,,,,,,,,,,,,,,
,7213,05/08/2020,Hill Power,Vestry Road,Wind Onshore,,,1.50,,,,,,1.50,1,100.00,,Appeal Granted,Awaiting Construction,,,"553 Metres South East Of No, 4 Vestry Cladymore, Mowhan, Armagh, Co Armagh",Co. Armagh,Northern Ireland,Northern Ireland,BT60,100512,493306,"Armagh, Banbridge and Craigavon",LA08/2018/1648/F,2019/A0033,,,,,21/11/2018,,,17/05/2019,,,06/01/2020,06/01/2020,,,,05/01/2025,,,
,7236,,Radio City Association,Standingstone Hill,Wind Onshore,,,2.50,,,,,,2.50,1,110.00,,Planning Permission Refused,Application Refused,,,"Site To North Of Standingstone, Kilbirnie, Strathclyde",North Ayrshire,Scotland,Scotland,KA25 7,229172,658616,North Ayrshire Council,18/01123/PP,,,,,,07/01/2019,,06/03/2019,,,,,,,,,,,,
,7261,,EnergieKontor UK,Hare Craig Windfarm,Wind Onshore,,,36.00,,,,,,4.50,8,230.00,,Planning Application Submitted,Application Submitted,,,"Land At Hare Craig, Muirkirk, Cumnock, Strathclyde",East Ayrshire,Scotland,Scotland,KA18,274078,630954,East Ayrshire Council,20/0001/PP,,,,,,31/01/2020,,,,,,,,,,,,,,
,7264,,CleanEarth,Meikleton of Ardonald,Wind Onshore,,,1.00,No,,,,,1.00,1,135.00,,Appeal Granted,Awaiting Construction,,4191,"Meikleton Of Ardonald, Cairnie, Huntly, Grampian",Aberdeenshire,Scotland,Scotland,AB54 4UB,345225,843717,Aberdeenshire Council,APP/2019/0351,PPA-110-2401,,,,,15/02/2019,,29/05/2020,27/08/2020,,,14/01/2021,14/01/2021,,,,14/01/2024,,,
,7266,,North Fish,North Hoo Fields,Wind Onshore,,,0.90,,,,,,0.90,1,100.00,,Planning Permission Granted,Awaiting Construction,,,"North Hoo Fields, Gremista, Lerwick, Shetland, Shetland Isles",Shetland,Scotland,Scotland,ZE1,445388,1142745,Shetland Islands Council,2019/024/PPF,,,,,,11/02/2019,,,,,,,11/07/2019,,,,10/07/2022,,,
,7270,,South Seeds,Myres Hill Wind Turbine Test Centre,Wind Onshore,,,1.00,,,,,,0.50,2,37.00,,Planning Application Withdrawn,Application Withdrawn,,,"Myres Hill Wind Turbine Test S, Enoch Road, Eaglesham, Glasgow, Strathclyde",East Renfrewshire,Scotland,Scotland,G76,256838,646558,East Renfrewshire Council,2019/0069/TP,,,,,,01/02/2019,24/09/2019,,,,,,,,,,,,,
,7271,,Private Developer,Tullyaran Road,Wind Onshore,,,0.20,,,,,,0.23,1,32.00,,Planning Permission Granted,Awaiting Construction,,,"250m SW of, Tullyaran Road, Dungannon, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT70 3HL,86921,529738,Mid Ulster,LA09/2019/0171/F,,,,,,07/02/2019,,,,,,,03/09/2019,,,,02/09/2024,,,
,7273,,MCM Renewables,Derrylin Rd and Marble Arch Rd Junction,Wind Onshore,,,0.80,,,,,,0.75,1,100.00,,Planning Application Withdrawn,Application Withdrawn,,,"565m S. West of junction of Ma, Derrylin Road, Bellanaleck, Drumnaskill Road Mackan Glebe, Enniskillen, Co Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,BT92,32695,499349,Fermanagh and Omagh,LA10/2019/0173/F,,,,,,04/02/2019,28/06/2019,,,,,,,,,,,,,
,7289,,The Green Yard,Slaghtmanus Road,Wind Onshore,,,0.30,,,,,,0.25,1,55.00,,Planning Permission Granted,Awaiting Construction,,,"Lands 440m East of, 35 Slaghtmanus Road, Derry, Co Londonderry",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT47 3EX,67866,576364,Derry City and Strabane District,LA11/2019/0070/F,,,,,,25/01/2019,,,,,,,19/03/2020,,,,18/03/2025,,,
,7300,,Tamani,Easter Drumclair Wood,Wind Onshore,,,4.00,,,,,,2.00,2,100.00,,Revised,Revised,7422,,"Land to North OfLochview House, Slamannan,",Falkirk,Scotland,Scotland,FK1 3BZ,286869,671605,Falkirk Council,P/19/0023/FUL,,,,,,18/01/2019,13/03/2019,,,,,,,,,,,,,
,7304,,Green Cat Renewables,Deuchries Windfarm (extension),Wind Onshore,,,2.00,,,,,,1.00,2,119.00,,Operational,Operational,,,"Land At Deuchries, Near Aberchirder, Huntly, Grampian",Aberdeenshire,Scotland,Scotland,AB54 7PY,363721,853713,Aberdeenshire Council,APP/2019/0017,,,,,,17/01/2019,,,,,,,08/10/2019,,,,08/10/2022,,01/04/2022,
,7312,,Keele University,The Low Carbon Energy Generation Project at Keele University,Wind Onshore,,,1.90,No,,,,,1.00,2,77.00,,Operational,Operational,,,"Land Adj To Springpool Wood, Keele, Newcastle-Under-Lyme",Staffordshire,West Midlands,England,ST5 5BW,381909,344989,Newcastle Under Lyme Borough Council,18/00933/FUL,,,,,,20/12/2018,,,,,,,30/08/2019,,,,,02/12/2020,01/09/2021,
,7329,,Cross Energies,Huntly Road,Wind Onshore,,,0.50,,,,,,0.50,1,53.00,,Planning Permission Granted,Awaiting Construction,,,"Land At 258m West Of, 142 Huntly Road, Banbridge, Co Down",Co. Armagh,Northern Ireland,Northern Ireland,BT32 3UA,121684,505535,"Armagh, Banbridge and Craigavon",LA08/2018/1765/F,,,,,,18/12/2018,,,,,,,07/09/2020,,,,06/09/2025,,,
,7337,,ScottishPower Renewables,Sheirdrim Renewable Energy Development - Wind,Wind Onshore,,7584 & 7585,114.00,,,,,,6.00,19,150.00,,Appeal Lodged,Appeal Lodged,,,"Sheirdrim Windfarm East Of, Clachan, Tarbert, Strathclyde",Strathclyde,Scotland,Scotland,PA29 6,181450,657720,Scottish Government (S36),ECU00001957,,,,,,10/10/2019,,28/05/2021,21/03/2021,,,,,,,,,,,
,7340,,ScottishPower Renewables,Kilgallioch Windfarm (Extension),Wind Onshore,,7851,62.00,No,,,51.30,AR4,5.64,11,180.00,,Planning Permission Granted,Awaiting Construction,,,"High Eldrig, land 12 km NW of Kirkcowan, SE of Kilgallioch Windfarm",Dumfries and Galloway,Scotland,Scotland,,225000,570000,Scottish Government (S36),ECU00001996,,,,,,16/12/2019,,,,,,,08/12/2021,,,,08/12/2027,,,
,7345,,BayWa r.e. UK Limited,High Constellation Wind Farm,Wind Onshore,,10282,48.00,,,,50.00,AR4,4.80,10,149.90,,Planning Permission Granted,Awaiting Construction,,,Mull of Kintyre,Argyll and Bute,Scotland,Scotland,,181000,651000,Scottish Government (S36),ECU00001857,,,,,,28/05/2019,,,,,,,26/06/2020,,,,26/06/2026,,,
,7346,,Private Developer,Seagahan Road,Wind Onshore,,,0.30,,,,,,0.25,1,75.00,,Planning Application Submitted,Application Submitted,,,"Lands 165 metres south east of, 20 Seagahan Road, Collone, Armagh, Co Armagh",Co. Armagh,Northern Ireland,Northern Ireland,BT60 2BJ,103359,499647,"Armagh, Banbridge and Craigavon",LA08/2019/0768/F,,,,,,30/05/2019,,,,,,,,,,,,,,
,7354,,URTV,Laurel Lane,Wind Onshore,,,0.50,,,,,,0.50,1,100.00,,Planning Permission Granted,Awaiting Construction,,,"12 Laurel Lane, Belfast, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT14 8SQ,138301,532234,Antrim and Newtownabbey,LA03/2019/0442/F,,,,,,24/05/2019,,,,,,,20/04/2020,,,,19/04/2025,,,
,7367,,Private Developer,Tallbridge Road,Wind Onshore,,,0.70,No,,,,,0.65,1,53.00,,Planning Permission Granted,Awaiting Construction,,,"Lands 370M South  East Of, 10 Tallbridge Road, Portadown, Craigavon, ",Co. Armagh,Northern Ireland,Northern Ireland,BT62 1SF,103089,514872,"Armagh, Banbridge and Craigavon",LA08/2019/0718/F,,,,,,20/05/2019,,,,,,,21/12/2021,,,,21/12/2026,,,
,7370,,SR Wind Limited,Southrigg 2 ,Wind Onshore,,,4.20,No,,,,,4.20,1,150.00,,Planning Permission Granted,Awaiting Construction,,6424,"Southrigg Farm, C1-Torrance Farm To Southrigg, Bathgate, Lothian",North Lanarkshire,Scotland,Scotland,EH48 3AW,292119,665711,North Lanarkshire Council,19/00644/FUL,,,,,,28/05/2019,,,,,,,31/07/2019,,,,31/07/2024,,,
,7376,28/03/2023,GlaxoSmithKline,Shewalton Road,Wind Onshore,,,3.00,,,,,,1.50,2,150.00,,Under Construction,Under Construction,,,"Glaxosmithkline, Shewalton Road, Irvine, Strathclyde",North Ayrshire,Scotland,Scotland,KA11 5AP,234160,636667,North Ayrshire Council,19/00164/PP,,,,,,14/03/2019,,,,,,,19/06/2019,,,,19/06/2022,04/10/2021,,
,7387,30/09/2020,Thompson Renewables,Coa Chapel Road,Wind Onshore,,,0.30,,,,,,0.25,1,75.00,,Planning Permission Granted,Awaiting Construction,,,"Lands 330m South West Of, 60 Coa Chapel Road, Ballinamallard, Enniskillen, Co Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,BT94 2BE,38504,515543,Fermanagh and Omagh,LA10/2019/0564/F,,,,,,13/05/2019,,,,,,,23/09/2020,,,,22/09/2025,,,
,7392,28/04/2021,Private Developer,Loughan Road,Wind Onshore,,,0.20,No,,,,,0.23,1,75.00,,Planning Permission Granted,Awaiting Construction,,,"Site Approx 552m North West Of, 22 Loughan Road, Dunamanagh, Strabane, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT82 0QE,61461,566061,Derry City and Strabane District,LA11/2019/0379/F,,,,,,01/05/2019,,,,,,,19/04/2021,,,,19/04/2026,,,
,7394,27/10/2022,Orkney Islands Council,Orkney’s Community Wind Farm Project - Qanterness,Wind Onshore,,,28.80,No,,,,,4.80,6,149.90,,Planning Permission Granted,Awaiting Construction,,,"Quanterness, St. Ola, Kirkwall, Orkney Isles",Orkney Islands,Scotland,Scotland,KW15 1TY,341650,1013600,Orkney Islands Council,20/037/TPPMAJ,,,,,,18/02/2020,,,,,,,21/12/2021,,,,21/12/2031,,,
,7398,10/11/2021,EnergieKontor UK,Fell Wind Farm,Wind Onshore,,7757,49.00,No,,,,,5.50,9,200.00,,Appeal Granted,Awaiting Construction,,,"Fell Wind Farm, Moniaive, Thornhill, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG3,272679,583776,Dumfries and Galloway Council,20/0148/FUL,PPA-170-2146,,,,,19/02/2020,,,28/08/2020,,,02/11/2021,02/11/2021,,,,02/11/2024,,,
,7402,28/06/2019,Private Developer,Aghory Road,Wind Onshore,,,0.90,,,,,,0.85,1,75.00,,Planning Application Submitted,Application Submitted,,,"Lands approx. 70m South-West o, 111 Aghory Road, Portadown, Craigavon, Co Armagh",Co. Armagh,Northern Ireland,Northern Ireland,BT62 3ST,107501,505182,"Armagh, Banbridge and Craigavon",LA08/2019/0586/F,,,,,,18/04/2019,,,,,,,,,,,,,,
,7406,28/02/2020,ERG UK Holding,Evishagaran Wind Farm ,Wind Onshore,,,48.00,,,,,,3.43,14,140.00,,Planning Permission Granted,Awaiting Construction,,4236,"Lands 600 metres south of, 175 Gelvin Road, Dungiven, and east of the American Road, Limavady, ",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT47 4QY,89802,570135,Causeway Coast and Glens,LA01/2018/1151/F,,,,,,25/09/2018,,,,,,,18/04/2019,,,,17/04/2024,,,
,7407,28/06/2019,Private Developer,Camlough Road,Wind Onshore,,,0.30,,,,,,0.25,1,78.00,,Planning Permission Granted,Awaiting Construction,,,"Approx 800m SW of, 141 Camlough Road, Carrickmore, Omagh, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT79 9BJ,75964,536204,Fermanagh and Omagh,LA10/2019/0320/F,,,,,,12/03/2019,,,,,,,30/04/2019,,,,28/04/2024,,,
,7415,28/06/2019,Fiord Wind,Lisbarnet Road,Wind Onshore,,,0.90,,,,,,0.85,1,50.00,,Planning Application Submitted,Application Submitted,,,"Land approximately 150m SE of, 32a Lisbarnet Road, Comber, Newtownards, Co Down",Co. Down,Northern Ireland,Northern Ireland,BT23 6AW,159416,517971,Ards and North Down,LA06/2019/0371/F,,,,,,05/04/2019,,,,,,,,,,,,,,
,7417,28/06/2019,Private Developer,Ballindery Road,Wind Onshore,,,0.90,,,,,,0.85,1,50.00,,Planning Application Withdrawn,Application Withdrawn,,,"Lands 244m north east of, 106 Ballinderry Road, Ballinderry Upper, Lisburn, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT28 2NW,130990,523875,Lisburn and Castlereagh City Council,LA05/2019/0400/F,,,,,,10/04/2019,27/06/2019,,,,,,,,,,,,,
,7418,28/06/2019,Private Developer,Corkley Road,Wind Onshore,,,0.90,,,,,,0.85,1,50.00,,Planning Application Submitted,Application Submitted,,,"450m north east of, 26 Corkley Road, Tassagh, Armagh, Co Armagh",Co. Armagh,Northern Ireland,Northern Ireland,BT60 2NZ,97675,491501,"Armagh, Banbridge and Craigavon",LA08/2019/0522/F,,,,,,09/04/2019,,,,,,,,,,,,,,
