,user_screen_name,username,timestamp,text,sentiment,embedded_text,emojis,comments,likes,retweets,image_link,tweet_url
5858,Su Dharmapala,@SuDharmapala,2022-05-28T23:53:30.000Z,"Su Dharmapala
@SuDharmapala
·
May 29",,with the rise of the independents and the greens shows that politics is always local and grassroots corruption matters ethics matter climate change matters ,,0,2,21,,https://twitter.com/SuDharmapala/status/1530698812263567361
7078,Ismaila Fadera,@Sumaila_Fadera,2022-06-24T22:12:50.000Z,"Ismaila Fadera
@Sumaila_Fadera
·
Jun 25",,tomorrow saturday th june i will be with the     team at the    (gambia) limited green ville estate in gunjur to plant some mahogany trees lets make our environment green climate change is real ,🌱 🌱 🌱,0,6,13,"['https://pbs.twimg.com/media/FWDOONzXoAEVGuk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FWDOQt0XgAAWmR-?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FWDOTAEXEAEtQAL?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FWDOTxbXkAgAbJf?format=jpg&name=360x360']",https://twitter.com/Sumaila_Fadera/status/1540457949080047616
1132,Don Sutherland,@DonSuth89069583,2022-02-12T21:45:32.000Z,"Don Sutherland
@DonSuth89069583
·
Feb 12",,replying to   congratulations thats great news every day the movement for addressing climate change is growing stronger and bigger every day the climate change denial movement is shrinking ,,3,8,23,,https://twitter.com/DonSuth89069583/status/1492615880798265346
5617,Tezzr44,@tezzr44,2022-05-23T22:58:22.000Z,"Tezzr44
@tezzr44
·
May 24",,replying to      and   a farmers party to reflect the aims and needs of the agricultural community the np and especially    are a political arm of the miners and fossil fuel companies and left farmers in their dust long ago climate change is real water security a national security issue   ,,5,20,74,,https://twitter.com/tezzr44/status/1528872999512059904
4045,Just Curious,@shelley_curious,2022-04-17T21:02:39.000Z,"Just Curious
@shelley_curious
·
Apr 17",,"""all we are doing with climate change policies is changing our dependence on oil and gas to a dependence on lithium cobalt nickel and other rare earth metals ""   ""only those who can afford high energy prices will get energy the poor will not ""    ",,5,32,100,,https://twitter.com/shelley_curious/status/1515797912512446469
5653,Moms #climateaction Now!,@CleanAirMoms,2022-05-23T23:43:39.000Z,"Moms #climateaction Now!
@CleanAirMoms
·
May 24",,"    rt    good to see hsbc take take action but this guy was head of the banks ""responsible"" investing team one to way change mindset among many in biz community is to make climate change a core course  cross cutting theme at… quote tweet jim bahr   · may  ""who cares if miami is six metres underwater in  years "" says hsbc leader of the banks responsible investing team  …  ",,0,3,3,['https://pbs.twimg.com/profile_images/1360064907492868103/MHygnWzl_normal.jpg'],https://twitter.com/CleanAirMoms/status/1528884394756390912
222,"James Lindsay, equipping my war moms",@ConceptualJames,2022-01-22T19:30:43.000Z,"James Lindsay, equipping my war moms
@ConceptualJames
·
Jan 22",,whatever the regime says do the opposite i actually believed climate change might be a serious issue until they showed how willing they are to lie and manipulate us to gain control over us now not at all quote tweet ctv news   · jan  more canadians should limit car usage red meat consumption to fight climate change expert  canadians should limit car usage red meat consumption to fight climate change expert cid=sm%atrueanthem%a%b%bcampaignname%d%d%atwitterpost%e%%b taid=edffdabd utm_campaign=trueanthem%a+trending+content utm_medium=trueanthem utm_source=twitter…    ,,152,685,3016,"['https://pbs.twimg.com/profile_images/1113055141761073153/9gjeEtmz_normal.png', 'https://pbs.twimg.com/media/FJUYMvEWQAQC3aH?format=jpg&name=small']",https://twitter.com/ConceptualJames/status/1484971807526510593
4898,Island Press,@IslandPress,2022-05-06T21:07:18.000Z,"Island Press
@IslandPress
·
May 6",,"check out this great    interview with climate change and u s cities editor cynthia rosenzweig who just won the    congrats cynthia npr org world food prize goes to former farmer who answers climate change question so what the  honoree is cynthia rosenzweig whose computer modeling shows the impact on global crops she talks about her ""aha"" moment a big surprise in her findings and her plans for the  prize ",🏆,1,4,9,['https://pbs.twimg.com/card_img/1548663433427812353/i-GVoZkL?format=jpg&name=small'],https://twitter.com/IslandPress/status/1522684451679092736
6694,abbey,@Iouisavontrapp,2022-06-16T23:41:42.000Z,"abbey
@Iouisavontrapp
·
Jun 17",,who else was way too into maximum ride and then subsequently betrayed by the plot turning into a climate change lesson instead of kids just doing fun shit  ,,6,0,23,,https://twitter.com/Iouisavontrapp/status/1537581214189907968
7025,David Roberts,@drvolts,2022-06-23T22:24:27.000Z,"David Roberts
@drvolts
·
Jun 24",,"say youve got some money and you want to spend it on climate change how can you maximize your impact heres a podcast chat with someone who has spent years thinking about  researching that very question volts wtf volts podcast johannes ackva on effective climate altruism the ""effective altruism"" movement seeks to apply logical  empirical rigor to philanthropic giving to maximize its impact how do effective altruists view climate giving whats the best most ",,0,5,15,['https://pbs.twimg.com/card_img/1547635901718622209/aqrWxJ4G?format=jpg&name=360x360'],https://twitter.com/drvolts/status/1540098487248818176
2673,Jim Baird,@JimBair62221006,2022-03-18T22:54:06.000Z,"Jim Baird
@JimBair62221006
·
Mar 18",,replying to    and   wait wait wait climate change isnt real  it is real but it isnt anything to worry about  it is pretty bad but it is too expensive to act on  it is very bad but now it is too late  we are all going to die but that is ok   gif alt   ,➡ ➡ ➡ ➡ ➡ ☠,1,7,31,,https://twitter.com/JimBair62221006/status/1504954325822414848
7869,Gabe Valentine,@poetguygabe,2022-07-11T23:39:41.000Z,"Gabe Valentine
@poetguygabe
·
Jul 12",,"the james webb space telescopes st full color photos of the universe as it was over  billion yrs ago is an ""incredible moment for science  humanity "" meanwhile on earth we wont work together to stop a pandemic climate change  wars are the solutions to apathy out there ",,5,1,18,,https://twitter.com/poetguygabe/status/1546640402429665281
8658,Charles Johnson,@Green_Footballs,2022-07-16T18:20:10.000Z,"Charles Johnson
@Green_Footballs
·
Jul 16",,and the real consequences of climate change are just beginning quote tweet david wallace wells   · jul  “over the last  years the largest climate and weather disasters have cost americans more than a trillion dollars — far more than the democrats had hoped to spend to stop the climate crisis ”  manchin climate change clean energy html referringsource=articleshare…   ,,5,94,253,['https://pbs.twimg.com/profile_images/1089335211421302784/SWVjwzZE_normal.jpg'],https://twitter.com/Green_Footballs/status/1548371933154066439
6800,Jordan,@JordanSprings8,2022-06-18T21:52:19.000Z,"Jordan
@JordanSprings8
·
Jun 18",,replying to   eddie i used your tweet to respond to albos climate change tweet quote tweet jordan   · jun  replying to  and  pm please stop deforestation from developers and logging companies that worsens climate change it kills koalas and other wildlife lismore ‘s koalas have suffered from floods and now deforestation  s= t=pagcczqazwtjsfvt_q…   ,,1,4,11,['https://pbs.twimg.com/profile_images/1165401151400861696/tI7BcL6U_normal.jpg'],https://twitter.com/JordanSprings8/status/1538278459276898304
4493,Melissa Mbarki,@MelissaMbarki,2022-04-27T23:52:02.000Z,"Melissa Mbarki
@MelissaMbarki
·
Apr 28",,im looking for leaders who can find that balance with the economy keeping jobs and addressing climate change need to go hand in hand i know pierre can address both issues quote tweet lorrie goldstein   · apr  conservatives open statistically significantlead over liberals nanos poll  open statistically significant lead over liberals nanos poll … show this thread   ,,6,18,113,['https://pbs.twimg.com/profile_images/1251779388/lorrie_goldstein248_normal.jpg'],https://twitter.com/MelissaMbarki/status/1519464418668548097
2184,Brian J. Enquist,@bjenquist,2022-03-07T22:11:49.000Z,"Brian J. Enquist
@bjenquist
·
Mar 7",,“our results suggest…cold range edges are tracking climate change better than warm range edges invalidating the ecophysiology hypothesis we also found that even among highly mobile marine ectotherms in a global warming hotspot few species are fully keeping pace with climate” quote tweet global change biology   · mar  cold range edges of marine fishes track climate change better than warm edges     ,,0,2,15,"['https://pbs.twimg.com/profile_images/1283446790864334849/aj0ozoPu_normal.jpg', 'https://pbs.twimg.com/media/FNRNH7RWQAIS3nw?format=jpg&name=small']",https://twitter.com/bjenquist/status/1500957418959695872
2286,Liz,@LizSward,2022-03-09T21:54:43.000Z,"Liz
@LizSward
·
Mar 9",,replying to   the war is against climate change can we focus on that ffs ,,0,1,15,,https://twitter.com/LizSward/status/1501677888579710980
6539,Mander Mank,@STUPIDWILD207,2022-06-12T23:12:26.000Z,"Mander Mank
@STUPIDWILD207
·
Jun 13",,replying to    and   bahaha they dont actually care about the environment if they did they wouldnt be praying toxic ass chemicals like glyphosate on everything climate change is a hoax ,,1,0,0,,https://twitter.com/STUPIDWILD207/status/1536124295478321152
4407,Denise Bonk,@dmbonk,2022-04-25T22:34:13.000Z,"Denise Bonk
@dmbonk
·
Apr 26",,i just signed a    petition tell ferc consider climate change before approving fossil fuels sign here actionnetwork org tell ferc consider climate change before approving fossil fuels the federal energy regulatory commission (ferc) has finally taken steps to fight climate change by refusing to rubber stamp fracked gas projects and now some elected officials are trying to stop ,,0,2,2,['https://pbs.twimg.com/card_img/1548021732086165510/-ROtr5I5?format=jpg&name=small'],https://twitter.com/dmbonk/status/1518720058981294080
8316,Climate Adaptation Platform,@climateadapt19,2022-07-13T23:28:48.000Z,"Climate Adaptation Platform
@climateadapt19
·
Jul 14",,solving the climate crisis means getting rid of carbon dioxide but what if carbon dioxide also becomes a solution to climate change climateadaptationplatform com innovations in long duration energy storage will accelerate grid decarbonisation  climate adapta solving the climate crisis means getting rid of carbon dioxide but what if carbon dioxide also becomes a solution to climate change ,,0,0,0,,https://twitter.com/climateadapt19/status/1547362437036355584
5875,Environmental Action,@EnviroAction,2022-05-28T21:36:00.000Z,"Environmental Action
@EnviroAction
·
May 28",,the impacts of climate change have reached antarctica this has global impacts  rapidly melting ice sheets in antarctica fuel sea level rise worldwide phys org report highlights impact of changes in antarctica a new report published tuesday  may sends a strong message to countries responsible for antarctic governance meeting this week in berlin that theres a need for urgent action on minimizing climate ,,0,10,11,['https://pbs.twimg.com/card_img/1549492826362286081/RsZrgup4?format=jpg&name=small'],https://twitter.com/EnviroAction/status/1530664208009945088
934,zerohedge,@zerohedge,2022-02-08T23:25:23.000Z,"zerohedge
@zerohedge
·
Feb 9",,"nancy pelosi spent  k on private jets while preaching about climate change zerohedge com nancy pelosi spent  k on private jets while preaching about climate change ""flying on a private jet is probably the worst thing you can do for the environment ""    ",,163,868,3480,['https://pbs.twimg.com/card_img/1549688616758448129/Ita1wpuX?format=jpg&name=small'],https://twitter.com/zerohedge/status/1491191461039194114
1354,Columbia Mountains Institute of Applied Ecology,@TheCMIAE,2022-02-17T23:44:23.000Z,"Columbia Mountains Institute of Applied Ecology
@TheCMIAE
·
Feb 18",,next week well welcome dr colin mahony who will present his new work on climate change projections  bioclimatic shifts in the columbia mountains hell also discuss the limitations of climate analogue approaches  strategies for facing our uncertain future dont miss this ,,2,4,6,['https://pbs.twimg.com/media/FL1hYxFWQAAId6X?format=jpg&name=small'],https://twitter.com/TheCMIAE/status/1494457732191203328
4347,DerekZoolander85,@dzoolander85,2022-04-24T23:46:48.000Z,"DerekZoolander85
@dzoolander85
·
Apr 25",,so (other than his plans to privatize health care cut funding transfers to the provinces deny climate change  beating up on workers) whats your favourite part of pierre poilievres agenda ,🥴,7,20,74,,https://twitter.com/dzoolander85/status/1518375938790203393
5765,Amina Akhtar,@Drrramina,2022-05-26T22:38:18.000Z,"Amina Akhtar
@Drrramina
·
May 27",,it astounds me how out of touch our electeds are do they not understand the sheer rage we have how after years of watching them do nothing nothing on gun control nothing on covid nothing on climate change nothing on voting rights that were beyond mad ,,1,7,45,,https://twitter.com/Drrramina/status/1529955112621289472
7770,-ˋˏ syd ˎˊ- @ OHOAT!,-ˋˏ syd ˎˊ- @ OHOAT!,2022-07-09T23:16:45.000Z,"-ˋˏ syd ˎˊ- @ OHOAT!
@deerfella
·
Jul 10",,climate change getting rid of the mid  now we get a big lake fish gang rise up lets goooooooo quote tweet michael   · jul  scientists say this map represents the us in  years if we dont reverse climate change show this thread   ,😭,28,3,62,"['https://pbs.twimg.com/profile_images/1549420569065562113/YTC0QeLj_normal.jpg', 'https://pbs.twimg.com/media/FXKLNAJXoAU6TQN?format=jpg&name=small']",https://twitter.com/deerfella/status/1545909852245037056
8741,Dr. Genevieve Guenther,@DoctorVive,2022-07-16T11:55:13.000Z,"Dr. Genevieve Guenther
@DoctorVive
·
Jul 16",,"today a study shows that global heating is shifting ecosystems enabling the kind of zoonotic spillover that caused covid also today a nyt headline acknowledges that covid is the root of current ""inflation ""  economic growth is threatened by   will not save us ",,5,37,101,"['https://pbs.twimg.com/media/FXyT9CaVEAIjV7w?format=jpg&name=small', 'https://pbs.twimg.com/media/FXyT9CSUUAEd65H?format=jpg&name=small']",https://twitter.com/DoctorVive/status/1548275054043049987
3687,Julian Cribb,@JulianCribb,2022-04-09T22:25:02.000Z,"Julian Cribb
@JulianCribb
·
Apr 10",,the world is perilously closeto irreversible climate change tipping points keep scientists up at night  world perilously irreversible climate scientists html… via   phys org the world is perilously closeto irreversible climate change tipping points keep scientists up five years ago the united nationspanel on climate change was charged with drafting a series of reports detailing its science the effects on the planet and how humanity might save itself ,,4,20,27,['https://pbs.twimg.com/card_img/1545554850498236416/fKaeD2yx?format=jpg&name=small'],https://twitter.com/JulianCribb/status/1512919545140285441
675,DonKeiller,@KeillerDon,2022-02-02T23:45:10.000Z,"DonKeiller
@KeillerDon
·
Feb 3",,spot the horror of climate change induced drought ,,11,89,172,['https://pbs.twimg.com/media/FKoRtYAX0AIy8xX?format=jpg&name=small'],https://twitter.com/KeillerDon/status/1489022111310041088
2773,Jonathan Overpeck,@GreatLakesPeck,2022-03-20T21:03:27.000Z,"Jonathan Overpeck
@GreatLakesPeck
·
Mar 20",,aridification anyone there will be wetter periods due to climate variability but the longterm trend for the us sw and mexico is hotter and drier  until we halt climate change high scientific confidence quote tweet tony davis   · mar  forecast calls for worsening drought conditions in arizona republic …   ,,5,8,18,['https://pbs.twimg.com/profile_images/318207226/Tony_1_normal.jpg'],https://twitter.com/GreatLakesPeck/status/1505651256265695232
1716,Zbris,@zbris6,2022-02-25T23:30:06.000Z,"Zbris
@zbris6
·
Feb 26",,my kid  like thousands of others  started her teens with a brexit she didnt get any say in and is finishing them with a potential world war plus shed a deadly global pandemic shoved in the middle all underscored by climate change its all heavy and its shaping them  ,,94,611,3190,,https://twitter.com/zbris6/status/1497353239695699969
6181,IMF Capacity Development,@imfcapdev,2022-06-04T21:12:00.000Z,"IMF Capacity Development
@imfcapdev
·
Jun 4",,our new course from the “macroeconomics of climate change” series focusing on mitigation strategies is now open for enrollment you can register at the following links  government officials  general public ,,0,8,14,['https://pbs.twimg.com/media/FUWybZeX0AAI14W?format=png&name=small'],https://twitter.com/imfcapdev/status/1533194883493769217
4789,Hari F-B,@PTmadkiwi,2022-05-04T22:15:57.000Z,"Hari F-B
@PTmadkiwi
·
May 5",,replying to   how do you explain that almost % of aucklanders supported the climate change rates levy in the latest budget a large component of which will go towards providing cycling infrastructure there is nothing left wing about reducing auto dependency   ,,2,2,36,,https://twitter.com/PTmadkiwi/status/1521976954089787392
665,Professor Jodie Rummer,@physiologyfish,2022-02-01T21:59:58.000Z,"Professor Jodie Rummer
@physiologyfish
·
Feb 1",,coral reef safe zones set to plummet potential bleaching events loom via ⁦  ⁩ ⁦ ⁩ ⁦  ⁩ dr heron says “the more we study the impacts of climate change on reefs the more we realise were heading toward a cliff face ” abc net au the world is forecast to hit  c warming in the s almost no coral reefs will be spared bleaching free coral reefs are expected to plummet as we head towards  c of warming as scientists anxiously watch for another bleaching event on the great barrier reef ,,0,4,7,,https://twitter.com/physiologyfish/status/1488633249455046656
2661,Mark Stacey,@VintiquesMark,2022-03-18T21:28:20.000Z,"Mark Stacey
@VintiquesMark
·
Mar 18",,the regime lies daily the media barely challenges today its pretending to care about  workers loosing job while the brexit deal is all about weakening workers dowden pandering to the extreme right on net zero whole they pretend to want they care on climate change lies lies   ,,1,16,63,,https://twitter.com/VintiquesMark/status/1504932739992150021
8504,Marie-Ann Detests Tories & Brexit,@MarieAnnUK,2022-07-15T18:08:24.000Z,"Marie-Ann Detests Tories & Brexit
@MarieAnnUK
·
Jul 15",,funny how the climate change deniers the covidiots and the the brexit loons are all the same people  ,,70,244,1269,,https://twitter.com/MarieAnnUK/status/1548006581941391361
2977,Dave Maxwell,@davemaxwellmaxw,2022-03-24T22:12:17.000Z,"Dave Maxwell
@davemaxwellmaxw
·
Mar 24",,replying to   i dropped state farm because my agent was a climate change denier along with related views ,,0,1,57,,https://twitter.com/davemaxwellmaxw/status/1507118127468929037
1015,Ambassador Anke Reiffenstuel,@germanyinphl,2022-02-09T23:54:48.000Z,"Ambassador Anke Reiffenstuel
@germanyinphl
·
Feb 10",,"adressing climate change is a global challenge and we can only be succesful when working together with special envoy jennifer morgan    internatl climate change related work cooperation gets a higher priority in german foreign policy quote tweet germanforeignoffice  germany government organization  · feb  ""jennifer morgan joins the federal foreign office on march  as special envoy for international climate action she will direct our foreign climate policy expand partnerships with other countries  lead dialogue with civil society welcome on board  ""   ",,1,0,8,"['https://pbs.twimg.com/profile_images/1123968043535753216/-PZvmBzR_normal.png', 'https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig', 'https://pbs.twimg.com/media/FLKQiIBX0AoFRx4?format=jpg&name=small']",https://twitter.com/germanyinphl/status/1491561248294584326
2600,Audubon Canyon Ranch,@AudubonCanyon,2022-03-16T23:00:29.000Z,"Audubon Canyon Ranch
@AudubonCanyon
·
Mar 17",,how do beavers mitigate the effects of climate change register for the next installment of our science seminar series with dr fairfax    happening april  from    a m learn more  alt  ,,0,6,29,['https://pbs.twimg.com/media/FOAaQ4vWQAE1sGP?format=jpg&name=small'],https://twitter.com/AudubonCanyon/status/1504231154605510671
8833,Goes Foundation,@goes_foundation,2022-07-17T17:57:38.000Z,"Goes Foundation
@goes_foundation
·
Jul 17",,plankton are the true lungs of the planet our life support system and the root of the food chain upon which we all depend they are our best chance against climate change most planktonic plants and animals are under mm in siz… sundaypost com our empty oceans scots teams research finds atlantic plankton all but wiped out in catastrophic an edinburgh based research team fears plankton the tiny organisms that sustain life in our seas has all but been wiped out after spending two years collecting water samples from the atlantic ,,7,10,11,,https://twitter.com/goes_foundation/status/1548728648655671299
8249,Vince O'Grady,@vogrady2132,2022-07-13T01:30:44.000Z,"Vince O'Grady
@vogrady2132
·
Jul 13",,"""the greens seem to be in denial about this do the greens need some sort of truth and reconciliation commission so that they can understand that they did play a role in ushering in the nine mostly wasted years on climate change under the coalition "" theage com au greens need to stop and think before they throw a spanner in the works after so many wasted years its hard to see the value in the greens undermining the one major party thats ready to tackle climate change ",💧,21,74,198,['https://pbs.twimg.com/card_img/1549517357231382528/LzxkEXRz?format=jpg&name=small'],https://twitter.com/vogrady2132/status/1547030735965794304
5355,Jennifer Anderson,@jand_bio,2022-05-17T22:51:38.000Z,"Jennifer Anderson
@jand_bio
·
May 18",,day   its time to rethink the use of silver antimicrobials microplastics in shower gels and presence of invasive plants in riparian zones if we want healthy freshwaters climate change increased sediments antifungals antibiotics heavy metals so many stressors ,😱,0,2,10,['https://pbs.twimg.com/media/FS_nkpBWIAEbtsv?format=jpg&name=small'],https://twitter.com/jand_bio/status/1526696976519254017
4148,Peter Jukes,@peterjukes,2022-04-19T22:25:32.000Z,"Peter Jukes
@peterjukes
·
Apr 20",,replying to   better than a climate change denying putin bot ,,3,2,13,"['https://pbs.twimg.com/media/FQvYTwjXsAgpsbL?format=jpg&name=small', 'https://pbs.twimg.com/media/FQvYTwpXwAEy3Mm?format=jpg&name=small']",https://twitter.com/peterjukes/status/1516543547104804865
3800,Senator Bob Casey,@SenBobCasey,2022-04-12T23:13:00.000Z,"Senator Bob Casey
@SenBobCasey
·
Apr 13",,fighting climate change to avert climate catastrophe is the biggest challenge we face in the st century why not create good paying jobs while tackling the climate crisis in the process ,,26,24,149,,https://twitter.com/SenBobCasey/status/1514018777175924741
6458,happy camper,@danker_hank,2022-06-11T20:57:16.000Z,"happy camper
@danker_hank
·
Jun 11",,no difference in the way we talk about climate change will have any impact on the way that the people in charge make their policies quote tweet dav   · jun  im begging yall to understand that there is legitimate research suggesting that the way we talk about climate change is the problem preventing us from addressing it twitter com/ibaraeleven/st… show this thread   ,🙂 🦀 🦑,2,4,44,['https://pbs.twimg.com/profile_images/1486529496899538945/TnSjm1rk_normal.jpg'],https://twitter.com/danker_hank/status/1535727893170429952
4203,Tes,@tes,2022-04-20T23:15:01.000Z,"Tes
@tes
·
Apr 21",,the government is backing a new    natural history gcse as part of the new    climate change and sustainability strategy which will also offer ‘greater supportfor teaching about changing environment issues in schools tes com new ‘natural historygcse unveiled zahawi says new qualification and support for teaching climate change underpin dfe sustainability strategy  ,,0,5,12,['https://pbs.twimg.com/card_img/1547484818081980421/M_Pjlp5r?format=jpg&name=small'],https://twitter.com/tes/status/1516918386789437441
6791,Greta Thunberg News,@great_thunberg,2022-06-18T21:48:34.000Z,"Greta Thunberg News
@great_thunberg
·
Jun 18",,president sheikh mohamed pledges  billion to tackle climate change at biden meeting thenationalnews com president sheikh mohamed pledges  billion to tackle climate change at biden meeting sheikh mohamed says the uae will continue to honour its commitments and looks forward to hosting the world at cop  ,,0,3,9,['https://pbs.twimg.com/card_img/1547562961044066308/Zc4VrMhc?format=jpg&name=small'],https://twitter.com/great_thunberg/status/1538277517177630722
6866,EthicalRenewal,@EthicalRenewal,2022-06-20T23:53:26.000Z,"EthicalRenewal
@EthicalRenewal
·
Jun 21",,starmer opposes a progressive alliance proportional representation trade union action climate change protest taxing big business nationalising the energy companies and protecting the nhs from backdoor privatisation /   ,,6,53,86,,https://twitter.com/EthicalRenewal/status/1539033714402938880
6527,Vicente Francisco Garcia,@spookyvicente,2022-06-12T20:14:06.000Z,"Vicente Francisco Garcia
@spookyvicente
·
Jun 12",,replying to    and   if we cant handle this then we certainly cannot handle climate change and that makes me feel a level of profound sadness  ,🎃,0,2,19,,https://twitter.com/spookyvicente/status/1536079416953950208
4001,"John J. Caswell, Jr.",@johnjcaswelljr,2022-04-16T20:53:39.000Z,"John J. Caswell, Jr.
@johnjcaswelljr
·
Apr 16",,marc swansons installation mourning the effects of climate change was so scary and beautiful now at mass moca ,,0,1,15,['https://pbs.twimg.com/media/FQfmcOFWYAUzBco?format=jpg&name=small'],https://twitter.com/johnjcaswelljr/status/1515433262767878145
6377,mark pg,@mark16pg,2022-06-09T23:34:19.000Z,"mark pg
@mark16pg
·
Jun 10",,climate change  doesnt exist why no one can prove co changes the weather australia like europe  usa have voted in an obsessed zero emissions radical govt this govt based on a hoax will damage this country for decades ,,8,21,49,,https://twitter.com/mark16pg/status/1535042636889096197
711,The Damage Report,@TheDamageReport,2022-02-02T22:40:15.000Z,"The Damage Report
@TheDamageReport
·
Feb 2",,“every politician is elected into office to fight for themselves selfishly  get themselves deals is doing insider trading  is preventing climate change action to benefit his coal lobbyists ”    on    attacking   ,,0,3,13,['https://pbs.twimg.com/ext_tw_video_thumb/1489005717424119813/pu/img/4G9AMsCRtpXNWCUE.jpg'],https://twitter.com/TheDamageReport/status/1489005773791404037
2837,Donna Stowe,@donnastowe1,2022-03-21T23:14:44.000Z,"Donna Stowe
@donnastowe1
·
Mar 22",,replying to   ill give you an ex as a former rep i questioned climate change>disliked aoc the green new deal  the entire progressive agenda i happened upon an aoc instagram post that it was not a “deal” but a vision for the future maybe  min long it was enough to propel me to research  ,,0,3,34,,https://twitter.com/donnastowe1/status/1506046682743681027
2719,ArielTroster (she/her),@ArielTroster,2022-03-19T21:20:51.000Z,"ArielTroster (she/her)
@ArielTroster
·
Mar 19",,if we want to really address climate change we need to stop expanding roads and building new suburbs that require hours of travel by car each day that means higher buildings living closer together and re thinking what a “home” means cities in europe do this beautifully ,,4,13,64,,https://twitter.com/ArielTroster/status/1505293247039606787
9046,1%_Better_Every_Day,@jh336405,2022-07-18T00:33:20.000Z,"1%_Better_Every_Day
@jh336405
·
Jul 18",,replying to      and  others and stefan rahmstorf completely agrees climate change is real quote tweet prof stefan rahmstorf   · apr  the  most important quick facts about  that everybody needs to know check out the basics behind each of these with the interactive graph here ,💯 💯 🌏,4,0,0,"['https://pbs.twimg.com/profile_images/1442412593444843521/8e01GyBl_normal.jpg', 'https://pbs.twimg.com/media/DZ3xwluWAAAOn0H?format=jpg&name=small']",https://twitter.com/jh336405/status/1548828230349619202
3790,Rep. Sean Casten,@RepCasten,2022-04-11T21:33:03.000Z,"Rep. Sean Casten
@RepCasten
·
Apr 11",,with the majority of americans supporting proposals to combat climate change we have a mandate to act thats why i led  members of congress in a letter calling on    to lead a  to reconciliation negotiations news gallup com climate change proposals favored by solid majorities in u s americans widely favor a range of specific policies to address climate change however they are more divided when asked whether environmental protection or economic concerns should be given the ,,6,6,14,['https://pbs.twimg.com/card_img/1548915865776664577/LmApp_a7?format=jpg&name=small'],https://twitter.com/RepCasten/status/1513631238313156612
3548,SOFIE,@lionessofie1,2022-04-06T21:52:55.000Z,"SOFIE
@lionessofie1
·
Apr 6",,the ghana government need to start taking climate change seriously  things are only going to get worse with time and we are tired  ,🌊,0,6,14,,https://twitter.com/lionessofie1/status/1511824298096222211
7533,Meg Clark born yr PPM CO2 312,@MargaretClark12,2022-07-04T23:45:53.000Z,"Meg Clark born yr PPM CO2 312
@MargaretClark12
·
Jul 5",,can you call yourself a lefty if you support labors take it or leave it approach to climate change great piece here themonthly com au in deep water as climate fuelled flooding hits australia again the greens are being urged to fall into line on an insufficient  target   ,,3,6,8,['https://pbs.twimg.com/card_img/1548914074708193283/6BEHz4jk?format=jpg&name=small'],https://twitter.com/MargaretClark12/status/1544105248176091136
3846,kim,@suckr4c,2022-04-13T23:37:31.000Z,"kim
@suckr4c
·
Apr 14",,cate raising awareness and discussing climate change in a midnight blue corduroy suit might be the best thing that has happened today   ,,2,39,173,"['https://pbs.twimg.com/media/FQQvPrhX0AAwvln?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FQQvPtJWUAImTWe?format=jpg&name=360x360']",https://twitter.com/suckr4c/status/1514387334724263948
7552,RationalCompromise,@cmnsenselady,2022-07-04T22:08:50.000Z,"RationalCompromise
@cmnsenselady
·
Jul 5",,replying to   good i stand with the farmers dutch leaders need to understand that the rest of the world is watching those farmers are needed in this world climate change excuse is bs climate change is real but if we are this far gone already then we are too far gone for this to fix it ,,1,3,18,,https://twitter.com/cmnsenselady/status/1544080821027344385
7334,slime protagonist 𓆏,@possumpraxis,2022-06-30T23:07:50.000Z,"slime protagonist 𓆏
@possumpraxis
·
Jul 1",,wynn alan bruce self immolated on earth day  in protest against climate change and in hope to inspire others to take action to protect the earth today the supreme court accelerates us further down our course of destruction quote tweet kaitlin ruiz   · jun  a man set himself aflame in front of the supreme court earlier this year show this thread   ,,1,3,10,['https://pbs.twimg.com/profile_images/1333171908670611456/nkDtGbaI_normal.jpg'],https://twitter.com/possumpraxis/status/1542646119737565185
1192,Felipe Garcia Echeverri,@FelipeGarciaE,2022-02-13T23:46:58.000Z,"Felipe Garcia Echeverri
@FelipeGarciaE
·
Feb 14",,president   s visit to brussels consolidates the in depth exchange between and  as important partners in defense of multilateralism fight against climate change and other key priorities like peace and stability quote tweet iván duque   · feb  luego de los destacados logros de nuestra agenda en francia llegamos a bruselas bélgica donde mantendremos encuentros de alto nivel con representantes de  y empresarios para abordar temas de seguridad medioambiente cooperación e inversión ,,0,6,25,"['https://pbs.twimg.com/profile_images/1499162637761978370/ydlG4SzQ_normal.jpg', 'https://pbs.twimg.com/media/FLfwu4kXoAQjAD6.jpg']",https://twitter.com/FelipeGarciaE/status/1493008831626022913
8095,Suburbian Mama,@SuburbianM,2022-07-12T17:05:03.000Z,"Suburbian Mama
@SuburbianM
·
Jul 12",,white house supply chain advisor is a world economic forum climate change activist who worked at hunter bidens think tank thenationalpulse com white house supply chain advisor is a world economic forum climate change activist who worked at president joe bidens director for sustainable supply chains is an alum of the world economic forum who previously served as a fellow at a think tank chaired by hunter biden ,,0,2,2,['https://pbs.twimg.com/card_img/1545443820304683008/xV87_zZI?format=jpg&name=small'],https://twitter.com/SuburbianM/status/1546903477753765888
